date,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2019-04-12,102.616,102.556,102.695,102.537,1568,16534513.0,0.15,-0.14,-0.145,0.1
2019-04-15,102.386,101.996,102.386,101.869,1633,17126034.0,0.5,-0.55,-0.56,0.11
2019-04-16,101.976,101.756,101.976,101.646,758,7935904.0,0.32,-0.24,-0.24,0.05
2019-04-17,102.724,102.031,102.724,101.637,1149,12012369.0,1.07,0.27,0.275,0.08
2019-04-18,101.699,101.937,101.947,101.699,740,7751971.0,0.24,-0.09,-0.094,0.05
2019-04-19,102.036,102.047,102.126,102.025,1124,11796233.0,0.1,0.11,0.11,0.07
2019-04-22,102.036,101.843,102.036,101.795,1092,11434784.0,0.24,-0.2,-0.204,0.07
2019-04-23,101.717,101.675,101.784,101.597,1430,14952755.0,0.18,-0.16,-0.168,0.09
2019-04-24,101.584,101.586,101.822,101.584,382,3994159.0,0.23,-0.09,-0.089,0.03
2019-04-25,101.586,101.665,102.016,101.388,853,8916185.0,0.62,0.08,0.079,0.06
2019-04-26,101.666,101.781,101.786,101.666,689,7207888.0,0.12,0.11,0.116,0.05
2019-04-29,101.684,101.626,101.781,101.571,834,8717350.0,0.21,-0.15,-0.155,0.06
2019-04-30,101.627,101.932,101.935,101.627,384,4019578.0,0.3,0.3,0.306,0.03
2019-05-06,102.032,102.226,102.336,102.032,1014,10652778.0,0.3,0.29,0.294,0.07
2019-05-07,102.306,102.264,102.336,102.158,445,4678546.0,0.17,0.04,0.038,0.03
2019-05-08,102.335,102.348,102.435,102.335,350,3682759.0,0.1,0.08,0.084,0.02
2019-05-09,102.447,102.486,102.515,102.436,732,7709905.0,0.08,0.13,0.138,0.05
2019-05-10,102.496,102.666,102.731,102.399,874,9216574.0,0.32,0.18,0.18,0.06
2019-05-13,102.766,103.085,103.133,102.766,1098,11628182.0,0.36,0.41,0.419,0.07
2019-05-14,103.086,102.946,103.126,102.934,520,5503665.0,0.19,-0.13,-0.139,0.03
2019-05-15,102.857,102.94,102.941,102.658,426,4504735.0,0.27,-0.01,-0.006,0.03
2019-05-16,103.016,103.006,103.035,102.937,823,8714242.0,0.1,0.06,0.066,0.05
2019-05-17,103.027,103.13,103.135,103.007,727,7703090.0,0.12,0.12,0.124,0.05
2019-05-20,103.124,103.142,103.212,103.045,420,4453016.0,0.16,0.01,0.012,0.03
2019-05-21,103.142,102.922,103.186,102.437,901,9531789.0,0.73,-0.21,-0.22,0.06
2019-05-22,102.922,102.835,102.922,102.756,734,7757008.0,0.16,-0.08,-0.087,0.05
2019-05-23,102.831,102.857,102.912,102.698,661,6985530.0,0.21,0.02,0.022,0.04
2019-05-24,102.762,102.787,102.856,102.762,265,2800099.0,0.09,-0.07,-0.07,0.02
2019-05-27,102.687,102.456,102.687,102.181,591,6228005.0,0.49,-0.32,-0.331,0.04
2019-05-28,102.624,102.679,102.713,102.499,332,3497442.0,0.21,0.22,0.223,0.02
2019-05-29,102.693,102.856,102.856,102.693,628,6636365.0,0.16,0.17,0.177,0.04
2019-05-30,102.856,102.962,102.963,102.856,587,6210214.0,0.1,0.1,0.106,0.04
2019-05-31,102.995,103.053,103.256,102.995,413,4374011.0,0.25,0.09,0.091,0.03
2019-06-03,103.153,103.25,103.335,103.136,510,5411601.0,0.19,0.19,0.197,0.03
2019-06-04,103.252,103.46,103.461,103.251,1051,11171014.0,0.2,0.2,0.21,0.07
2019-06-05,103.46,103.609,103.61,103.361,668,7108200.0,0.24,0.14,0.149,0.04
2019-06-06,103.609,103.632,103.794,103.558,833,8871797.0,0.23,0.02,0.023,0.06
2019-06-10,103.616,103.537,103.616,103.416,567,6030030.0,0.19,-0.09,-0.095,0.04
2019-06-11,103.446,103.297,103.446,103.088,2602,27606828.0,0.35,-0.23,-0.24,0.17
2019-06-12,103.296,103.276,103.326,103.198,299,3175247.0,0.12,-0.02,-0.021,0.02
2019-06-13,103.281,103.411,103.423,103.281,414,4399282.0,0.14,0.13,0.135,0.03
2019-06-14,103.419,103.576,103.576,103.419,701,7456467.0,0.15,0.16,0.165,0.05
2019-06-17,103.576,103.648,103.666,103.576,627,6678016.0,0.09,0.07,0.072,0.04
2019-06-18,103.6,103.546,103.608,103.525,445,4735507.0,0.08,-0.1,-0.102,0.03
2019-06-19,103.486,103.489,103.535,103.137,872,9262491.0,0.38,-0.06,-0.057,0.06
2019-06-20,103.536,103.538,103.616,103.536,599,6375325.0,0.08,0.05,0.049,0.04
2019-06-21,103.532,103.537,103.58,103.436,726,7723985.0,0.14,0.0,-0.001,0.05
2019-06-24,103.536,103.506,103.597,103.486,404,4297845.0,0.11,-0.03,-0.031,0.03
2019-06-25,103.507,103.58,103.685,103.507,766,8154762.0,0.17,0.07,0.074,0.05
2019-06-26,103.547,103.528,103.547,103.527,238,2532475.0,0.02,-0.05,-0.052,0.02
2019-06-27,103.586,103.486,103.586,103.349,424,4513564.0,0.23,-0.04,-0.042,0.03
2019-06-28,103.494,103.572,103.604,103.416,1199,12752867.0,0.18,0.08,0.086,0.08
2019-07-01,103.544,103.637,103.655,103.471,855,9103522.0,0.18,0.06,0.065,0.06
2019-07-02,103.701,103.731,103.835,103.365,3680,39196271.0,0.45,0.09,0.094,0.24
2019-07-03,103.851,103.932,104.136,103.737,590,6297684.0,0.38,0.19,0.201,0.04
2019-07-04,103.956,104.206,104.207,103.932,723,7728560.0,0.26,0.26,0.274,0.05
2019-07-05,103.856,104.026,114.136,103.856,6200,66271089.0,9.87,-0.17,-0.18,0.41
2019-07-08,104.022,103.951,104.022,103.82,930,9936106.0,0.19,-0.07,-0.075,0.06
2019-07-09,104.435,104.047,104.451,103.953,792,8465316.0,0.48,0.09,0.096,0.05
2019-07-10,104.035,103.998,104.112,103.995,599,6402059.0,0.11,-0.05,-0.049,0.04
2019-07-11,104.153,104.049,104.154,104.011,1007,10775327.0,0.14,0.05,0.051,0.07
2019-07-12,104.115,104.055,104.115,104.043,787,8415024.0,0.07,0.01,0.006,0.05
2019-07-15,104.155,104.126,104.335,104.093,967,10348826.0,0.23,0.07,0.071,0.06
2019-07-16,104.098,104.097,104.157,104.088,601,6430163.0,0.07,-0.03,-0.029,0.04
2019-07-17,104.135,104.116,104.135,104.099,968,10355992.0,0.03,0.02,0.019,0.06
2019-07-18,104.155,104.191,104.192,104.155,738,7899641.0,0.04,0.07,0.075,0.05
2019-07-19,104.256,104.212,104.335,104.205,480,5140129.0,0.12,0.02,0.021,0.03
2019-07-22,104.266,104.267,104.385,104.136,964,10330977.0,0.24,0.05,0.055,0.06
2019-07-23,104.297,104.311,104.359,104.296,715,7663761.0,0.06,0.04,0.044,0.05
2019-07-24,104.304,104.273,104.352,104.253,702,7521152.0,0.09,-0.04,-0.038,0.05
2019-07-25,104.207,104.167,104.231,103.834,349,3735396.0,0.38,-0.1,-0.106,0.02
2019-07-26,104.136,104.195,104.275,104.136,411,4400636.0,0.13,0.03,0.028,0.03
2019-07-29,104.15,104.138,104.186,104.046,657,7030123.0,0.13,-0.05,-0.057,0.04
2019-07-30,103.964,104.114,104.114,103.944,752,8042198.0,0.16,-0.02,-0.024,0.05
2019-07-31,104.114,104.275,104.276,104.114,812,8695867.0,0.16,0.15,0.161,0.05
2019-08-01,104.288,104.306,104.337,104.288,471,5048617.0,0.05,0.03,0.031,0.03
2019-08-02,104.712,104.577,104.712,104.406,747,8023791.0,0.29,0.26,0.271,0.05
2019-08-05,104.656,104.974,105.091,104.655,1160,12501785.0,0.42,0.38,0.397,0.08
2019-08-06,105.471,105.234,105.474,105.148,1245,13462555.0,0.31,0.25,0.26,0.08
